ID,JOB SERIES:,GS LEVEL:,TYPE:,Functional Competency Designation,COMPETENCY:,DESCRIPTION,APPLICABLE PROFICIENCY RATINGS,Column9,Column10,Column11
406,511,SENIOR (14-15),Secondary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",4,,,
407,511,SENIOR (14-15),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",5,,,
408,511,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",2,,,
409,511,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Budget,"Knowledge of the principles and practices of budget administration and analysis; including preparing, justifying, reporting on, and executing the budget; and the relationships among program, budget, accounting, and reporting systems",2,,,
410,511,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",2,,,
411,511,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,2,,,
412,511,SENIOR (14-15),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",5,,,
413,511,SENIOR (14-15),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",4,,,
414,511,SENIOR (14-15),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",1,2,3,
415,560,ENTRY (7-9),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",1,2,3,
416,560,ENTRY (7-9),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,1,2,3,
417,560,ENTRY (7-9),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",1,2,,
418,560,ENTRY (7-9),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",1,,,
419,560,ENTRY (7-9),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",1,2,,
420,560,ENTRY (7-9),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",1,2,,
421,560,ENTRY (7-9),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",1,,,
422,560,ENTRY (7-9),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,1,,,
423,560,ENTRY (7-9),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",1,2,,
424,560,ENTRY (7-9),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",1,,,
425,560,ENTRY (7-9),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",1,,,
426,560,ENTRY (7-9),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",1,,,
427,560,ENTRY (7-9),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,1,2,,
428,560,ENTRY (7-9),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",1,2,3,
429,560,ENTRY (7-9),Personal,General Career Competencies,Interpersonal Skills,"Shows understanding, friendliness, courtesy, tact, empathy, concern, and politeness to others; develops and maintains effective relationships with others; may include effectively dealing with individuals who are difficult, hostile, or distressed; relates well to people from varied backgrounds and different situations; is sensitive to cultural diversity, race, gender, disabilities, and other individual differences",1,2,3,
430,560,ENTRY (7-9),Personal,General Career Competencies,Learning,"Uses efficient learning techniques to acquire and apply new knowledge and skills; uses formal and informal training, feedback, or other opportunities for self-learning and development.",1,2,3,
431,560,ENTRY (7-9),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,1,,,
432,560,ENTRY (7-9),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",1,,,
433,560,ENTRY (7-9),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",1,,,
434,560,ENTRY (7-9),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",1,2,,
435,560,ENTRY (7-9),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,1,2,3,
436,560,ENTRY (7-9),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",1,,,
437,560,ENTRY (7-9),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",1,,,
438,560,ENTRY (7-9),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",1,2,,
439,560,ENTRY (7-9),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",1,2,,
440,560,ENTRY (7-9),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",1,2,,
441,560,ENTRY (7-9),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",1,2,,
442,560,ENTRY (7-9),Primary,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",1,2,,
443,560,ENTRY (7-9),Primary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",1,2,,
444,560,ENTRY (7-9),Primary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,1,2,,
445,560,ENTRY (7-9),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",1,2,,
446,560,ENTRY (7-9),Secondary,Job Specific Competencies,"Data Analytics, Management, and Visualization","Knowledge of principles, procedures, and tools used to manage and analyze data in order to make conclusions about that information; identifies trends and metrics from large data sets; presents data in a visually clear way to enable decision makers to identify patterns and grasp difficult concepts.",1,2,,
447,560,ENTRY (7-9),Primary,Job Specific Competencies,Decision Support,"Knowledge of decision support theories, methods, and tools for identifying, synthesizing, representing, and evaluating the important aspects of a decision situation and prescribing the recommended course for decision makers and other stakeholders",1,2,,
448,560,ENTRY (7-9),Alternate,Job Specific Competencies,"Financial Concepts, Policies and Principles","Apply fiscal law, policies, regulations principles, standards, and procedures to financial management activities",1,2,,
449,560,ENTRY (7-9),Primary,Job Specific Competencies,Financial Management Analysis,"Analyze, evaluate and review budget and program issues and financial data and reports using business tools and applications, cost and economic analysis, and performance metrics to provide recommendations",1,2,3,
450,560,ENTRY (7-9),Primary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",1,2,,
451,560,ENTRY (7-9),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",1,2,3,
452,560,ENTRY (7-9),Secondary,Job Specific Competencies,Fundamentals and Operations of Budget,"Knowledge of the principles and practices of budget administration and analysis; including preparing, justifying, reporting on, and executing the budget; and the relationships among program, budget, accounting, and reporting systems",1,2,3,4
453,560,ENTRY (7-9),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",1,2,,
454,560,MID (10-13),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",4,,,
455,560,MID (10-13),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",3,,,
456,560,MID (10-13),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",2,3,,
457,560,MID (10-13),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",3,,,
458,560,MID (10-13),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",3,4,,
459,560,MID (10-13),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",2,3,,
460,560,MID (10-13),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,2,3,,
461,560,MID (10-13),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",3,,,
462,560,MID (10-13),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,1,2,3,
463,560,MID (10-13),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",2,3,,
464,560,MID (10-13),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",2,,,
465,560,MID (10-13),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",2,3,,
466,560,MID (10-13),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,3,,,
467,560,MID (10-13),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",4,,,
468,560,MID (10-13),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,2,,,
469,560,MID (10-13),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",2,3,,
470,560,MID (10-13),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",2,3,,
471,560,MID (10-13),Projects,General Career Competencies,Organizational Awareness,"Knows the organization’s mission and functions, and how its social, political, and technological systems work and operates effectively within them; this includes the programs, policies, procedures, rules, and regulations of the organization",1,,,
472,560,MID (10-13),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",3,,,
473,560,MID (10-13),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",1,2,3,
474,560,MID (10-13),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,4,,,
475,560,MID (10-13),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",2,3,,
476,560,MID (10-13),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",2,3,,
477,560,MID (10-13),Personal,General Career Competencies,Technology Proficiency,"Applies existing technologies (e.g., software, applications, online systems and databases), within IT governance and rules, to meet organizational requirements. Shares technology knowledge with others in the organization. Identifies potential opportunities for the use of new or emerging technologies to improve business processes.",1,2,3,
478,560,MID (10-13),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",1,2,3,
479,560,MID (10-13),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",3,4,,
480,560,MID (10-13),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",3,4,,
481,560,MID (10-13),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",3,4,,
482,560,MID (10-13),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",3,4,,
483,560,MID (10-13),Primary,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",3,4,,
484,560,MID (10-13),Primary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",3,4,,
485,560,MID (10-13),Primary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,3,4,,
486,560,MID (10-13),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",3,4,,
487,560,MID (10-13),Secondary,Job Specific Competencies,Contract Management,"Knowledge of the tools and techniques used to propose, plan, initiate, and manage contracts and other Federal funding instruments and the associated deliverables, deadlines, and contract terms and conditions.",1,2,,
488,560,MID (10-13),Secondary,Job Specific Competencies,"Data Analytics, Management, and Visualization","Knowledge of principles, procedures, and tools used to manage and analyze data in order to make conclusions about that information; identifies trends and metrics from large data sets; presents data in a visually clear way to enable decision makers to identify patterns and grasp difficult concepts.",3,,,
489,560,MID (10-13),Primary,Job Specific Competencies,Decision Support,"Knowledge of decision support theories, methods, and tools for identifying, synthesizing, representing, and evaluating the important aspects of a decision situation and prescribing the recommended course for decision makers and other stakeholders",3,4,,
490,560,MID (10-13),Alternate,Job Specific Competencies,"Financial Concepts, Policies and Principles","Apply fiscal law, policies, regulations principles, standards, and procedures to financial management activities",3,4,,
491,560,MID (10-13),Primary,Job Specific Competencies,Financial Management Analysis,"Analyze, evaluate and review budget and program issues and financial data and reports using business tools and applications, cost and economic analysis, and performance metrics to provide recommendations",4,,,
492,560,MID (10-13),Primary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",3,,,
493,560,MID (10-13),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",4,,,
494,560,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",1,,,
495,560,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",1,,,
496,560,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,1,,,
497,560,MID (10-13),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",3,4,,
498,560,MID (10-13),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",1,2,3,
499,560,MID (10-13),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",1,2,,
500,560,SENIOR (14-15),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",5,,,
501,560,SENIOR (14-15),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,5,,,
502,560,SENIOR (14-15),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",4,,,
503,560,SENIOR (14-15),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",4,5,,
504,560,SENIOR (14-15),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",4,,,
505,560,SENIOR (14-15),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",5,,,
506,560,SENIOR (14-15),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",4,5,,
507,560,SENIOR (14-15),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,4,5,,
508,560,SENIOR (14-15),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",4,,,
509,560,SENIOR (14-15),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,4,5,,
510,560,SENIOR (14-15),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",4,5,,
511,560,SENIOR (14-15),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",3,4,,
512,560,SENIOR (14-15),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",4,,,
513,560,SENIOR (14-15),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,4,,,
514,560,SENIOR (14-15),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",5,,,
515,560,SENIOR (14-15),Personal,General Career Competencies,Interpersonal Skills,"Shows understanding, friendliness, courtesy, tact, empathy, concern, and politeness to others; develops and maintains effective relationships with others; may include effectively dealing with individuals who are difficult, hostile, or distressed; relates well to people from varied backgrounds and different situations; is sensitive to cultural diversity, race, gender, disabilities, and other individual differences",4,,,
516,560,SENIOR (14-15),Personal,General Career Competencies,Learning,"Uses efficient learning techniques to acquire and apply new knowledge and skills; uses formal and informal training, feedback, or other opportunities for self-learning and development.",4,,,
517,560,SENIOR (14-15),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,3,4,,
518,560,SENIOR (14-15),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",4,,,
519,560,SENIOR (14-15),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",4,5,,
520,560,SENIOR (14-15),Projects,General Career Competencies,Organizational Awareness,"Knows the organization’s mission and functions, and how its social, political, and technological systems work and operates effectively within them; this includes the programs, policies, procedures, rules, and regulations of the organization",2,3,,
521,560,SENIOR (14-15),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",4,5,,
522,560,SENIOR (14-15),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",4,,,
523,560,SENIOR (14-15),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,5,,,
524,560,SENIOR (14-15),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",4,,,
525,560,SENIOR (14-15),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",4,5,,
526,560,SENIOR (14-15),Personal,General Career Competencies,Technology Proficiency,"Applies existing technologies (e.g., software, applications, online systems and databases), within IT governance and rules, to meet organizational requirements. Shares technology knowledge with others in the organization. Identifies potential opportunities for the use of new or emerging technologies to improve business processes.",4,,,
527,560,SENIOR (14-15),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",4,,,
528,560,SENIOR (14-15),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",5,,,
529,560,SENIOR (14-15),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",5,,,
530,560,SENIOR (14-15),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",5,,,
531,560,SENIOR (14-15),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",5,,,
532,560,SENIOR (14-15),Primary,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",5,,,
533,560,SENIOR (14-15),Primary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",5,,,
534,560,SENIOR (14-15),Primary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,5,,,
535,560,SENIOR (14-15),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",5,,,
536,560,SENIOR (14-15),Secondary,Job Specific Competencies,Contract Management,"Knowledge of the tools and techniques used to propose, plan, initiate, and manage contracts and other Federal funding instruments and the associated deliverables, deadlines, and contract terms and conditions.",3,,,
537,560,SENIOR (14-15),Secondary,Job Specific Competencies,"Data Analytics, Management, and Visualization","Knowledge of principles, procedures, and tools used to manage and analyze data in order to make conclusions about that information; identifies trends and metrics from large data sets; presents data in a visually clear way to enable decision makers to identify patterns and grasp difficult concepts.",4,,,
538,560,SENIOR (14-15),Primary,Job Specific Competencies,Decision Support,"Knowledge of decision support theories, methods, and tools for identifying, synthesizing, representing, and evaluating the important aspects of a decision situation and prescribing the recommended course for decision makers and other stakeholders",5,,,
539,560,SENIOR (14-15),Alternate,Job Specific Competencies,"Financial Concepts, Policies and Principles","Apply fiscal law, policies, regulations principles, standards, and procedures to financial management activities",5,,,
540,560,SENIOR (14-15),Primary,Job Specific Competencies,Financial Management Analysis,"Analyze, evaluate and review budget and program issues and financial data and reports using business tools and applications, cost and economic analysis, and performance metrics to provide recommendations",5,,,
541,560,SENIOR (14-15),Primary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",4,,,
