ID,JOB SERIES:,GS LEVEL:,TYPE:,Functional Competency Designation,COMPETENCY:,DESCRIPTION,APPLICABLE PROFICIENCY RATINGS,Column9,Column10,Column11
400,510,MID (10-13),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",3,4,,
401,510,SENIOR (14-15),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",5,,,
402,510,ENTRY (7-9),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",1,2,,
403,510,MID (10-13),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",3,4,,
404,510,ENTRY (7-9),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,1,,,
405,510,MID (10-13),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,2,3,,
406,510,ENTRY (7-9),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",1,2,,
407,510,MID (10-13),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",3,,,
408,510,MID (10-13),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",3,4,,
409,510,ENTRY (7-9),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",1,,,
410,510,MID (10-13),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",2,3,,
411,510,SENIOR (14-15),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",4,,,
412,510,ENTRY (7-9),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,1,,,
413,510,SENIOR (14-15),Secondary,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",5,,,
414,510,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",2,,,
415,510,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,1,,,
416,510,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,2,,,
417,510,ENTRY (7-9),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",1,,,
418,510,MID (10-13),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",2,,,
419,510,ENTRY (7-9),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",1,,,
420,510,ENTRY (7-9),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,1,,,
421,510,ENTRY (7-9),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",1,,,
422,510,ENTRY (7-9),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,1,2,3,
423,510,MID (10-13),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,4,,,
424,510,SENIOR (14-15),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,5,,,
425,510,ENTRY (7-9),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",1,,,
426,510,ENTRY (7-9),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",1,2,,
427,510,SENIOR (14-15),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",4,5,,
428,511,ENTRY (7-9),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",1,2,,
429,511,MID (10-13),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",3,4,,
430,511,ENTRY (7-9),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",1,2,,
431,511,MID (10-13),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",3,4,,
432,511,SENIOR (14-15),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",5,,,
433,511,ENTRY (7-9),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",1,2,,
434,511,MID (10-13),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",3,4,,
435,511,SENIOR (14-15),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",5,,,
436,511,ENTRY (7-9),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,1,2,3,
437,511,ENTRY (7-9),Primary,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",1,2,,
438,511,MID (10-13),Primary,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",3,4,,
439,511,SENIOR (14-15),Primary,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",5,,,
440,511,ENTRY (7-9),Primary,Job Specific Competencies,Audit Planning and Management,"Evaluates audit programs to ensure an appropriate risk-based audit approach, monitors audit progress, and reviews working papers and audit reports to ensure audits are properly documented and accomplished in accordance with Generally Accepted Government Auditing Standards (GAGAS) and Generally Accepted Auditing Standards (GAAS).",1,,,
441,511,MID (10-13),Primary,Job Specific Competencies,Audit Planning and Management,"Evaluates audit programs to ensure an appropriate risk-based audit approach, monitors audit progress, and reviews working papers and audit reports to ensure audits are properly documented and accomplished in accordance with Generally Accepted Government Auditing Standards (GAGAS) and Generally Accepted Auditing Standards (GAAS).",2,3,,
442,511,SENIOR (14-15),Primary,Job Specific Competencies,Audit Planning and Management,"Evaluates audit programs to ensure an appropriate risk-based audit approach, monitors audit progress, and reviews working papers and audit reports to ensure audits are properly documented and accomplished in accordance with Generally Accepted Government Auditing Standards (GAGAS) and Generally Accepted Auditing Standards (GAAS).",4,5,,
443,511,ENTRY (7-9),Primary,Job Specific Competencies,Audit Reporting,"Knowledge of the principles, practices, and techniques used to report audit findings (criteria, condition, cause, effect, and recommendation).",1,2,,
444,511,MID (10-13),Primary,Job Specific Competencies,Audit Reporting,"Knowledge of the principles, practices, and techniques used to report audit findings (criteria, condition, cause, effect, and recommendation).",3,4,,
445,511,SENIOR (14-15),Primary,Job Specific Competencies,Audit Reporting,"Knowledge of the principles, practices, and techniques used to report audit findings (criteria, condition, cause, effect, and recommendation).",5,,,
446,511,ENTRY (7-9),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",1,2,,
447,511,MID (10-13),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",3,4,,
448,511,SENIOR (14-15),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",5,,,
449,511,ENTRY (7-9),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",1,2,,
450,511,MID (10-13),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",3,4,,
451,511,ENTRY (7-9),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,1,,,
452,511,MID (10-13),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,2,3,,
453,511,ENTRY (7-9),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",1,2,,
454,511,MID (10-13),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",3,,,
455,511,MID (10-13),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",3,4,,
456,511,ENTRY (7-9),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",1,,,
457,511,MID (10-13),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",2,3,,
458,511,SENIOR (14-15),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",4,,,
459,511,ENTRY (7-9),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,1,,,
460,511,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,1,,,
461,511,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,2,,,
462,511,ENTRY (7-9),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",1,,,
463,511,MID (10-13),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",2,,,
464,511,ENTRY (7-9),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",1,,,
465,511,ENTRY (7-9),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,1,,,
466,511,ENTRY (7-9),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",1,,,
467,511,ENTRY (7-9),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,1,2,3,
468,511,MID (10-13),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,4,,,
469,511,SENIOR (14-15),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,5,,,
470,511,ENTRY (7-9),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",1,,,
471,511,SENIOR (14-15),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",4,5,,
472,560,ENTRY (7-9),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",1,2,,
473,560,MID (10-13),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",3,4,,
474,560,ENTRY (7-9),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",1,2,,
475,560,MID (10-13),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",3,4,,
476,560,SENIOR (14-15),Alternate,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",5,,,
477,560,ENTRY (7-9),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",1,2,,
478,560,MID (10-13),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",3,4,,
479,560,SENIOR (14-15),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",5,,,
480,560,ENTRY (7-9),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,1,2,3,
481,560,ENTRY (7-9),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",1,2,,
482,560,MID (10-13),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",3,4,,
483,560,SENIOR (14-15),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",5,,,
484,560,ENTRY (7-9),Primary,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",1,2,,
485,560,MID (10-13),Primary,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",3,4,,
486,560,SENIOR (14-15),Primary,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",5,,,
487,560,ENTRY (7-9),Primary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",1,2,,
488,560,MID (10-13),Primary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",3,4,,
489,560,ENTRY (7-9),Primary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,1,2,,
490,560,MID (10-13),Primary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,3,4,,
491,560,ENTRY (7-9),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",1,2,,
492,560,MID (10-13),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",3,,,
493,560,MID (10-13),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",3,4,,
494,560,ENTRY (7-9),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",1,,,
495,560,MID (10-13),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",2,3,,
496,560,SENIOR (14-15),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",4,,,
497,560,ENTRY (7-9),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,1,,,
498,560,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,1,,,
499,560,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,2,,,
500,560,ENTRY (7-9),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",1,,,
501,560,MID (10-13),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",2,,,
502,560,ENTRY (7-9),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",1,,,
503,560,ENTRY (7-9),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,1,,,
504,560,ENTRY (7-9),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",1,,,
505,560,ENTRY (7-9),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,1,2,3,
506,560,MID (10-13),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,4,,,
507,560,SENIOR (14-15),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,5,,,
508,560,ENTRY (7-9),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",1,,,
509,560,MID (10-13),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",1,2,,
510,560,SENIOR (14-15),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",4,5,,
511,501,SENIOR (14-15),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",5,,,
512,510,SENIOR (14-15),Primary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",5,,,
513,511,SENIOR (14-15),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",5,,,
514,560,SENIOR (14-15),Secondary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",5,,,
515,501,SENIOR (14-15),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",5,,,
516,501,SENIOR (14-15),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,4,5,,
517,501,SENIOR (14-15),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",5,,,
518,501,SENIOR (14-15),Primary,Job Specific Competencies,Financial Reporting,"Prepare, review, and reconcile financial statements and financial reports to meet reporting requirements and to support management decisions",5,,,
519,510,SENIOR (14-15),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",5,,,
520,510,SENIOR (14-15),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,4,5,,
521,510,SENIOR (14-15),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",5,,,
522,510,SENIOR (14-15),Primary,Job Specific Competencies,Financial Reporting,"Prepare, review, and reconcile financial statements and financial reports to meet reporting requirements and to support management decisions",5,,,
523,511,SENIOR (14-15),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",5,,,
524,511,SENIOR (14-15),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,4,5,,
525,511,SENIOR (14-15),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",5,,,
526,560,SENIOR (14-15),Primary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",5,,,
527,560,SENIOR (14-15),Primary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,5,,,
528,560,SENIOR (14-15),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",5,,,
529,501,MID (10-13),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,4,,,
530,510,MID (10-13),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,4,,,
531,511,MID (10-13),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,4,,,
532,560,MID (10-13),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,4,,,
